kp,pipeline_id,pipeline_code,pipeline_name,latitude,longitude,elevation,slope_deg,river_proximity_km,fault_distance_km,soil_type,soil_risk,flooding_index,earthquake_factor,erosion_factor,landslide_index,soil_corrosivity_index,hoop_stress_ratio,pipe_diameter_inches,operating_pressure_psig,pipe_material,design_wall_thickness_mm,operational_age_years,corrosion_rate_mm_per_year,thickness_loss_mm,remaining_wall_thickness_mm,material_loss_percent,degradation_condition,failure_probability,failure_probability_percent,risk_class,primary_hazard,failure_code,diagnostic_message,remediation_plan
1.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.553436,6.646635,93.0,3.32,1.0,12.36,Saturated Alluvial Silty Clay,2,0.773,0.082,0.316,0.19,0.96,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.441,4.41,7.49,37.1,Critical,0.2869,28.7,Medium,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 1.0: High external corrosion hazard (28.7%) resulting from saturated groundwater (Corrosivity Index 0.96) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
2.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.550473,6.63807,128.0,9.15,2.0,13.05,Stable Sandy Loam,0,0.496,0.091,0.402,0.429,0.452,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.235,2.35,9.55,19.7,Moderate,0.2383,23.8,Medium,Hydrodynamic River Scour & Flood Inundation,ERR-GEO-HYDRO-01,"KP 2.0: High failure probability (23.8%) driven by severe River Niger flood inundation (Flood Index 0.496, 2.0 km proximity). Current scour threatens to un-seat buried pipe.",Perform Horizontal Directional Drilling (HDD) deep riverbed re-burial & install concrete articulated weighting mats.
3.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.547509,6.629505,254.0,6.79,3.0,13.8,Expansive Shale & Rocky Outcrop,2,0.289,0.061,0.311,0.451,0.616,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.297,2.97,8.93,25.0,Moderate,0.2079,20.8,Medium,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 3.0: High external corrosion hazard (20.8%) resulting from saturated groundwater (Corrosivity Index 0.616) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
4.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.544546,6.62094,247.0,6.56,4.0,14.73,Expansive Shale & Rocky Outcrop,2,0.262,0.099,0.227,0.423,0.617,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.299,2.99,8.91,25.1,Moderate,0.1964,19.6,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 4.0: High external corrosion hazard (19.6%) resulting from saturated groundwater (Corrosivity Index 0.617) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
5.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.541582,6.612375,139.0,6.96,5.0,15.4,Stable Sandy Loam,0,0.33,0.11,0.282,0.366,0.394,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.194,1.94,9.96,16.3,Moderate,0.1864,18.6,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 5.0: Stable terrain conditions (18.6% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
6.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.538619,6.60381,125.0,0.69,6.0,16.59,Stable Sandy Loam,0,0.328,0.058,0.146,0.139,0.413,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.218,2.18,9.72,18.3,Moderate,0.135,13.5,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 6.0: Stable terrain conditions (13.5% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
7.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.535655,6.595246,151.0,0.29,7.0,17.23,Stable Sandy Loam,0,0.265,0.051,0.084,0.137,0.365,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.179,1.79,10.11,15.0,Moderate,0.1131,11.3,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 7.0: Stable terrain conditions (11.3% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
8.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.532692,6.586681,130.0,1.37,8.0,17.48,Stable Sandy Loam,0,0.274,0.08,0.146,0.146,0.398,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.205,2.05,9.85,17.2,Moderate,0.128,12.8,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 8.0: Stable terrain conditions (12.8% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
9.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.529728,6.578116,127.0,0.23,9.0,16.94,Stable Sandy Loam,0,0.271,0.062,0.082,0.094,0.401,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.199,1.99,9.91,16.7,Moderate,0.112,11.2,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 9.0: Stable terrain conditions (11.2% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
10.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.526765,6.569551,134.0,2.18,10.0,16.05,Stable Sandy Loam,0,0.255,0.107,0.11,0.189,0.388,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.213,2.13,9.77,17.9,Moderate,0.1305,13.1,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 10.0: Stable terrain conditions (13.1% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
11.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.523801,6.560986,165.0,6.67,11.0,15.03,Stable Sandy Loam,0,0.23,0.066,0.244,0.359,0.333,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.183,1.83,10.07,15.4,Moderate,0.1535,15.3,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 11.0: Stable terrain conditions (15.3% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
12.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.520838,6.552421,251.0,0.77,12.0,14.38,Expansive Shale & Rocky Outcrop,2,0.156,0.088,0.094,0.188,0.584,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.292,2.92,8.98,24.5,Moderate,0.1264,12.6,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 12.0: High external corrosion hazard (12.6%) resulting from saturated groundwater (Corrosivity Index 0.584) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
13.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.521463,6.543662,178.0,4.46,12.89,14.16,Stable Sandy Loam,0,0.22,0.071,0.134,0.28,0.308,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.176,1.76,10.14,14.8,Normal,0.1286,12.9,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 13.0: Stable terrain conditions (12.9% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
14.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.523502,6.534827,173.0,0.57,13.76,14.3,Stable Sandy Loam,0,0.18,0.104,0.075,0.15,0.316,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.178,1.78,10.12,15.0,Moderate,0.1017,10.2,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 14.0: Stable terrain conditions (10.2% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
15.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.52554,6.525991,168.0,1.66,14.65,14.19,Stable Sandy Loam,0,0.207,0.068,0.074,0.202,0.324,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.201,2.01,9.89,16.9,Moderate,0.1103,11.0,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 15.0: Stable terrain conditions (11.0% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
16.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.527579,6.517156,202.0,3.6,15.55,14.24,Expansive Shale & Rocky Outcrop,2,0.156,0.097,0.129,0.262,0.665,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.299,2.99,8.91,25.1,Moderate,0.1488,14.9,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 16.0: High external corrosion hazard (14.9%) resulting from saturated groundwater (Corrosivity Index 0.665) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
17.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.529618,6.508321,231.0,1.43,16.46,14.57,Expansive Shale & Rocky Outcrop,2,0.144,0.058,0.07,0.207,0.615,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.301,3.01,8.89,25.3,Moderate,0.124,12.4,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 17.0: High external corrosion hazard (12.4%) resulting from saturated groundwater (Corrosivity Index 0.615) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
18.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.531657,6.499485,227.0,0.4,17.38,14.35,Expansive Shale & Rocky Outcrop,2,0.118,0.106,0.05,0.183,0.621,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.286,2.86,9.04,24.0,Moderate,0.1206,12.1,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 18.0: High external corrosion hazard (12.1%) resulting from saturated groundwater (Corrosivity Index 0.621) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
19.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.533696,6.49065,238.0,11.7,18.31,14.66,Expansive Shale & Rocky Outcrop,2,0.112,0.1,0.323,0.621,0.602,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.285,2.85,9.05,23.9,Moderate,0.2071,20.7,Medium,Slope Instability & Landslide Hazard,ERR-GEO-SLOPE-02,"KP 19.0: Pipeline elevated failure risk (20.7%) due to steep rocky slope terrain (11.7° slope angle, Landslide Index 0.621). Gravitational soil movement risk buckling or un-seating pipe joint welds.","Construct slope retaining gabion walls, install strain gauge monitoring sensors, and stabilize right-of-way."
20.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.535735,6.481815,434.0,17.27,19.25,15.33,Expansive Shale & Rocky Outcrop,2,0.046,0.072,0.437,0.919,0.43,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.207,2.07,9.83,17.4,Moderate,0.2318,23.2,Medium,Slope Instability & Landslide Hazard,ERR-GEO-SLOPE-02,"KP 20.0: Pipeline elevated failure risk (23.2%) due to steep rocky slope terrain (17.27° slope angle, Landslide Index 0.919). Gravitational soil movement risk buckling or un-seating pipe joint welds.","Construct slope retaining gabion walls, install strain gauge monitoring sensors, and stabilize right-of-way."
21.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.537774,6.472979,549.0,4.46,20.19,15.43,Expansive Shale & Rocky Outcrop,2,0.04,0.065,0.155,0.527,0.43,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.239,2.39,9.51,20.1,Moderate,0.146,14.6,Low,Slope Instability & Landslide Hazard,ERR-GEO-SLOPE-02,"KP 21.0: Pipeline elevated failure risk (14.6%) due to steep rocky slope terrain (4.46° slope angle, Landslide Index 0.527). Gravitational soil movement risk buckling or un-seating pipe joint welds.","Construct slope retaining gabion walls, install strain gauge monitoring sensors, and stabilize right-of-way."
22.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.539813,6.464144,356.0,16.96,21.14,16.23,Expansive Shale & Rocky Outcrop,2,0.05,0.067,0.388,0.882,0.43,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.214,2.14,9.76,18.0,Moderate,0.222,22.2,Medium,Slope Instability & Landslide Hazard,ERR-GEO-SLOPE-02,"KP 22.0: Pipeline elevated failure risk (22.2%) due to steep rocky slope terrain (16.96° slope angle, Landslide Index 0.882). Gravitational soil movement risk buckling or un-seating pipe joint welds.","Construct slope retaining gabion walls, install strain gauge monitoring sensors, and stabilize right-of-way."
23.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.541852,6.455309,244.0,8.19,22.09,16.6,Expansive Shale & Rocky Outcrop,2,0.108,0.083,0.216,0.471,0.59,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.302,3.02,8.88,25.4,Moderate,0.1712,17.1,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 23.0: High external corrosion hazard (17.1%) resulting from saturated groundwater (Corrosivity Index 0.59) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
24.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.543891,6.446473,212.0,2.18,23.05,17.21,Expansive Shale & Rocky Outcrop,2,0.125,0.1,0.099,0.25,0.644,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.317,3.17,8.73,26.6,Moderate,0.1375,13.8,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 24.0: High external corrosion hazard (13.8%) resulting from saturated groundwater (Corrosivity Index 0.644) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
25.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.54593,6.437638,206.0,0.23,24.01,17.58,Expansive Shale & Rocky Outcrop,2,0.124,0.063,0.064,0.163,0.654,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.299,2.99,8.91,25.1,Moderate,0.1174,11.7,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 25.0: High external corrosion hazard (11.7%) resulting from saturated groundwater (Corrosivity Index 0.654) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
26.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.547969,6.428803,216.0,5.32,24.97,18.01,Expansive Shale & Rocky Outcrop,2,0.153,0.105,0.164,0.341,0.637,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.293,2.93,8.97,24.6,Moderate,0.1618,16.2,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 26.0: High external corrosion hazard (16.2%) resulting from saturated groundwater (Corrosivity Index 0.637) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
27.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.550032,6.41999,299.0,0.29,25.94,18.58,Expansive Shale & Rocky Outcrop,2,0.073,0.052,0.067,0.209,0.494,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.25,2.5,9.4,21.0,Moderate,0.1001,10.0,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 27.0: High external corrosion hazard (10.0%) resulting from saturated groundwater (Corrosivity Index 0.494) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
28.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.558634,6.417343,211.0,6.16,26.22,19.95,Expansive Shale & Rocky Outcrop,2,0.157,0.054,0.139,0.368,0.645,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.321,3.21,8.69,27.0,Moderate,0.1587,15.9,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 28.0: High external corrosion hazard (15.9%) resulting from saturated groundwater (Corrosivity Index 0.645) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
29.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.567236,6.414697,191.0,1.2,26.54,21.06,Stable Sandy Loam,0,0.165,0.076,0.092,0.171,0.279,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.183,1.83,10.07,15.4,Moderate,0.0969,9.7,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 29.0: Stable terrain conditions (9.7% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
30.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.575838,6.41205,190.0,1.2,26.89,21.78,Stable Sandy Loam,0,0.155,0.069,0.05,0.17,0.281,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.176,1.76,10.14,14.8,Normal,0.0906,9.1,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 30.0: Stable terrain conditions (9.1% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
31.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.58444,6.409403,170.0,1.95,27.27,22.56,Stable Sandy Loam,0,0.186,0.052,0.084,0.191,0.315,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.174,1.74,10.16,14.6,Normal,0.1031,10.3,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 31.0: Stable terrain conditions (10.3% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
32.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.593042,6.406756,156.0,0.17,27.69,23.93,Stable Sandy Loam,0,0.184,0.069,0.056,0.13,0.339,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.206,2.06,9.84,17.3,Moderate,0.0953,9.5,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 32.0: Stable terrain conditions (9.5% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
33.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.601644,6.404109,167.0,0.92,28.13,24.93,Stable Sandy Loam,0,0.168,0.035,0.053,0.163,0.32,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.164,1.64,10.26,13.8,Normal,0.0913,9.1,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 33.0: Stable terrain conditions (9.1% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
34.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.610246,6.401463,172.0,1.09,28.6,25.78,Stable Sandy Loam,0,0.182,0.053,0.097,0.153,0.311,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.161,1.61,10.29,13.5,Normal,0.0975,9.8,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 34.0: Stable terrain conditions (9.8% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
35.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.618848,6.398816,148.0,1.95,29.1,26.91,Stable Sandy Loam,0,0.201,0.072,0.087,0.175,0.352,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.207,2.07,9.83,17.4,Moderate,0.1093,10.9,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 35.0: Stable terrain conditions (10.9% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
36.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.62745,6.396169,138.0,0.86,29.62,27.94,Stable Sandy Loam,0,0.22,0.046,0.078,0.133,0.37,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.184,1.84,10.06,15.5,Moderate,0.1038,10.4,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 36.0: Stable terrain conditions (10.4% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
37.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.636052,6.393522,163.0,0.34,30.17,29.0,Stable Sandy Loam,0,0.167,0.086,0.055,0.122,0.326,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.186,1.86,10.04,15.6,Moderate,0.092,9.2,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 37.0: Stable terrain conditions (9.2% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
38.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.644654,6.390876,144.0,0.52,30.74,29.97,Stable Sandy Loam,0,0.215,0.076,0.076,0.137,0.359,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.21,2.1,9.8,17.6,Moderate,0.1062,10.6,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 38.0: Stable terrain conditions (10.6% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
